text,native,who
not really no Maria well I just I know there's smarter and a lot more people but that's their job to do and I mean sure like if I saw something weird or whatever I'll question it but there's literally tens of people if not more in the team justlooking at all little things and studying the other cars as well and they're all not only are they studying but they're also analyzing like okay like that's that's pretty much their wing from last year so we know that's not their real race wing so they're they kind of not shown their cards yet and so there's already all that going on it's quite fun but I don't really,1,Ricciardo
they could be like time will tell I think there again I'm guessing I'm sure didn't drive the car I don't know but I think their chassis wasn't bad I would say if I was to if I had to say I would that ours was better at the end of last year so I do a certain thing this chassis was say as good as ours but sure if they had maybe the Renault in they would have you know being closer up so I think if they've improved their chassis from last year and now with the Renault they they could be hunting for some top fives I'm not sure if they're a podium car yet but they could be getting closer,1,Ricciardo
I mean look the obvious ones I mean why I'm here is the world champion but without stating the obvious which is very obvious I want to be in the fight you know I want to be there at the end like I've had you know 2014 was a breakthrough year 16 was a good one there was some highs last year but even in the really real Goodyear's I've never been in the championship hunt you know I've won races and done good things but we've never been in the fight so I just want a car that's capable of taking me to that fight and then leave it with me and I'll take care of the rest,1,Ricciardo
yeah and the more the merrier like sure it's more intense and it'd be nice to have it wrapped up three races to go but yeah just to be in that fight and if you know the likes of McLaren are in that fight as well honestly the more the merrier I think having that and having having also other drivers that could take points away from you know others and yeah that would be cool so come over,1,Ricciardo
yeah I think the first impressions certainly were good and I don't think you know if you've got a race winning car on the first day but you know if you've got a bit of a dog and I know I don't have a dog so that's that's good and yeah you know like it was doing some some good things like the rear is powerful in the f1 you know obviously the rear-wheel drive but a lot of the downforce and that is produced in the rear and a lot of your grip and lap time comes from that and first impressions is we had a pretty good real you know who get on the throttle quite hard and aggressive so yeah the signs are there that we got a decent vehicle,1,Ricciardo
yeah I think just it's not so much I mean obviously keep keep the good things you know obviously keep the intensity on race day and and keep kind of taking that yeah let's say the honey badger approach I mean that's been working for me the last few years for sure and the intensity is what I love so you know keep all that just clean up some little things and I never want to get complacent you know and it can you can find yourself I mean I've been with a team a few years now and I know everyone and in a way it can be easy just to walk into work every day and yeah yep all right let's go let's do it and I think I've always been pretty relaxed about my approach but I don't want the relax to turn into complacent so just make sure I'm staying ahead of the curve and you know what worked three months ago might not work today so just try and keep kind of evolving and just do my homework and make sure I'm staying ahead,1,Ricciardo
I mean ultimately the championship like if I was to win and Hills to get second but he had qualified me I couldn't care I mean well I lie there'd be a small part of me that cared but very small part if I'd won the title but yeah I mean it's look I think it's in our nature like we're competitors and you kind of never satisfied until you're perfect and I don't think we'll probably ever be perfect but you know getting up on the qualifying head-to-head and on the races is is ideal as opposed to just one or the other so yeah I'll make sure I'm taking both boxes I'll sleep better ,1,Ricciardo
yeah absolutely that's that's the biggest thing for me right now I mean if if I can be you know in a winning car then that's like the first kind of that's my first objective yeah so everyone's like oh you're gonna stay at Red Bull or what are you gonna do and I kind of says in a way it's pretty simple like if we go out and win the World title this year then I'm not leaving Red Bull so the performance long story short the performance will dictate I think at least my preference will I get my wish or wear it whatever I end up doing I don't know but um yeah,1,Ricciardo
I think once you start racing obviously you get an idea but then you know that even once you do Melbourne and probably the first couple races it's still quite fresh and you still kind of bring in new parts on the car so yeah I mean I would say you want to get a few handful of races in so probably once the real European season starts like mid May around then you get an idea yeah when you come back here so but also you want to you want to talk contracts and that after a good race so everyone only remembers the last race so whichever one I can try and win then I'll get on the phone straightaway but no I haven't said it I'm like honestly I've I've answered a lot of contract questions already and I'm trying to answer them differently because I just don't want to sound boring but I really don't have a real answer ,1,Ricciardo
good question it varies I guess I mean all definitely a lot of the time I'm actually in the simulator straight after the race on the Monday or the Tuesday so during the simulator session we'll put some time aside to analyze the weekend as well so yeah we do we do some of it directly after the race we have the engineering meeting like the race summary and the weekend summary so that we kind of spend probably 90 minutes on the Sunday evening already kind of analyzing it and then maybe at the Monday all the choose and the sim if I'm not in the serum if I'm at home yeah I'll most likely watch like a race replay and then I've got like a lot of data at my disposal and sector times and this and that which I can pick apart so yeah it it depends I mean some weekends I'll honestly know what I did right what I didn't and it's kind of so clear in my mind that I don't feel I need to spend that much time,1,Ricciardo
yeah I would let's say nine times out of ten I would watch the race to see if I could pick up something and even yeah like obviously normally our competitors are the frontrunners you know see we're running towards the front but you don't want to look over look some things that happen in the midfield as well because there may be a driver or a team tried a good strategy so and it's good to then question the team my team what they thought of that so yeah but I guess I don't really have a set structure up until now you know I'm like okay Monday 9:00 a.m. I watch the race and then I analyze it but I will do some form of that ,1,Ricciardo
I mean the racing stuff no you know in terms of what we're doing in the car but I think they did some cool things like the f1 paddock you know like the as they call it you know the pits in a way it's very a lot of the time you're connected to a team like you can really only enter the paddock if you're if you've got a pass from a team so then you know for my friends or if we got guests you know they're normally at red ball the whole time and that's where they are and then guess a Ferrari are there so I think at times you could find this probably a lot of cool people within the paddock but they're all kind of separated in a way so they've tried to you know they put like a bit of a bar a bit of a social area in the paddock they've tried to get some music and some a bit more of a um common yeah common space is that the word communal also yeah so where people can kind of mingle and actually interact and just to create a bit more energy in the in the pits and in the paddock because it's uh yeah I went to like a MotoGP paddock a few years ago and it was chaotic probably too much that way but there was certainly some energy in there which I think Liberty's trying to enhance which which is cool,1,Ricciardo
there's already formally there's already formally and you know had softer formally I think they've done quite well you know in the fuse they've had and and they're doing all right but I think that's that and F ones this and yeah look I what I remember is a kid like the first thing you think about with f1 even I think before you think about the speed is the noise yeah and the noise creates the speed so I watched an on board a few days ago I saw a now on YouTube I think it was maybe a v10 so an on board of an f1 and I turned the noise off and I watched and I was like he's actually going pretty slow like I care about what track it was but I was picturing myself now and as like our cars now are a lot quicker yeah but I turned the volume on and I was like it just sounds fast and it looks faster because of the sound so we need the sound to create the atmosphere so,1,Ricciardo
great question I was a I got driven in a Tesla once so yeah I've been in one but I haven't driven it myself pretty it not feeling the acceleration but it's a yes he's not everything they're impressive don't don't get me wrong they are super impressive and yeah unless unless we go full electric we put some sweet subwoofers out the back blast and some v10 noises I don't know but to go silent I just think it would certainly lack like the atmosphere and I don't I really feel you'd see quick drop in numbers in fans because that's part of the experience totally,1,Ricciardo
I'm so torn because like I am yeah it's hard because I'm a race car driver talking about China yeah make things better but yeah some things look we will always be is it worth nostalgic like things that we remember from the past so but yeah Commodore is a v8,1,Ricciardo
I try and keep up sure I yeah I mean I got some friends at race and I think the racing is good so if I can catch some replays or something yeah I still what like enjoy watching racing even if I don't read a whole lot I still enjoy watching it for sure but yeah it's hard to keep up but I do I do try and keep up with like supercars and NASCAR with the Supercross yeah there's a few Motorsports,1,Ricciardo
yeah it can be some people haven't got on well with it as far as the naught Knorr egos so yeah it's it's pretty intense look if I'm I'll put it simple terms I'll try and create a percentage so f1 car that's 100% you go drive it that's the real thing our sim I would put somewhere around 85% Wow and I would put you know like a playstation kind of sim it may be 2015 15 20 % so it's pretty impressive from that from that scope,1,Ricciardo
yeah it blows my mind like I yeah I mean that's really what we use the sim for like it's cool for learning new tracks and whatever but it's really for the team to develop the car and yeah try things and if it looks good all right they'll call up the workshop makes dowon's they boys build that so but yeah it's it's impressive it's it's in a big dark room and yeah it's like in kind of in a cinema like in a theatre and yeah I can't describe too much about it but I mean you're sitting in a full-size pretty much cockpit and yeah you've got yeah you've got like all your it's not just a screen in front of you you've got vision everywhere and it feels pretty real and the graphics the graphics are pretty amazing ,1,Ricciardo
I don't think I get stitched up too much but I don't know maybe my wife's too stingy operator um it's fun yeah like I couldn't tell you what though but I just like I just like being a bit of an idiot and having some fun but but I'm also I'm also careful with like if I was to do a prank I know that it's going to be returned so I'm never going to deliver something which I can't take myself so yeah but I just I just enjoy being a bit of a bit of a clown I guess,1,Ricciardo
I could definitely spend spend time there you know I think for me firstly home will always be home like Oz's else to me and I love getting back to us you know especially Christmastime when it's summer in that it's I struggled leaving this year yeah well I mean where I'm like leaving in peak season you know it's summer it's awesome and I'm going back to like the cold winter and it's tough because like you go from a massive high and for me like I do struggle with a cold like February is definitely my toughest month of the year as far as my personal happiness so I go from like December January which is awesome to that so it's uh yeah I just I definitely love home and I'm certainly connected to it and obviously my friends and family there and I think with the states what I found you know particularly California is there's a lot of similarities to home but it's also it's something still new for me and it's also a real escape because I do go home and I mean obviously I my name is a lot bigger in Australia than it is in America for starters but even just family alone like it is hard to get some real quiet time so the states is a good place yeah yeah exactly and and just it's not a bad thing but you just have to be a bit selective where you go as well if you don't want you know let's say attention and sometimes you might one of their yeah yeah funnily enough I don't really crave the attention people might say I'm full of crap because I do silly videos or whatever all the time but I could happily go under the radar all the time but yeah the states is it's kind of home it's got everything home really has but without the the extra I don't know it's not f1 you know no one cares about f1 at the moment in California for example so yeah I can just do my thing and really feel I'm away from it when I need a switch off,1,Ricciardo
percentage it's hard like no time I'll say look I'll say like I don't call it 5050 50 but what I'm 100% sure of is no driver will hop in whatever year it is the back running car so I feel bad if I say a team but the dad disrespect I'll call it back up and running carbon whatever the Sal burr of last year for example wasn't that fast it's you know you don't have to be Einstein but Louis okay I'll use Louis's things out we won the World title yeah but he's not gonna he's get the same bathroom in victory lane you know so the machine is still super important but I mean the cars don't have like there's no electronics so there's no attraction control is no nothing so the driver is doing all the driving 100% yeah and you definitely still separate I still feel like the top will rise and whether you you're in a small team you'll find your way into a big team and get you get your shot but call it 5050,1,Ricciardo
it's funny I am no no it's so no one taught me and I don't know if I should be proud or not but thanks rusty I I think I did it yeah last year in Austin no so 2016 in Austin yeah I didn't plan it nothing I just got asked something and I think I've done a whole day of media and I was kind of just a bit over it by that stage so I just thought I'm just gonna speak American and I kind of liked it so every now and then I'll throw in some everyone says it sounds like Forrest Gump so I don't know but I just kind of taught myself so I did if that's how you to be proud of and so be it well done Daniel well done,1,Ricciardo
I guess it's food right or not chocolate or yeah it's a lame it's a ice cream yeah alright let's go let's get creative the last probably the last two years I've really discovered fried chicken burgers Wow yeah and man like if I'm going for a cheat day and I want savory pleasure like filthy filthy fried but when I say filthy like not take away yeah like from a decent restaurant but dirty greasy soggy mmm fried chicken burger yeah,1,Ricciardo
Dumb and Dumber that's absolutely up they're like hands down I'll say one more I like using this one because it's left a field and I've never heard anyone say it Friday Night Lights Billy Bob Thornton American footballing I really like the soundtrack and it was just it was filmed a little bit differently the movie I'm not a director I don't I don't know yeah the cinematography was done kind of different it kind of followed a few characters and it was interesting I just watching it and because it wasn't the happy ending either yeah but it still was powerful so I like that,1,Ricciardo
all right so there's been a breakthrough in my life okay I I reckon less than a month ago I probably three weeks ago I signed up to Spotify yeah so I'm I've now got music on my phone but I I know but I still miss I mean I got my iPod yeah and I still want to run it as as much as I can but actually Spotify has been good I use SoundCloud as well I like SoundCloud for like the under yeah exactly I like discovering new stuff and then tell them people about it but just telling cool people,1,Ricciardo
actually Perth boy Sam Worthington Sam Worthington yeah avatar Sam Worthington that's his name why doesn't that sound right yeah I watched Unabomber manhunt it's really good yeah it wasn't long but really good so I did that and the sinner Jessica Biel she's cute yeah,1,Ricciardo
Ferrari 250 short wheelbase so that's an old car it's worth in excess of 10 million now so it's a serious car modern car go with the Aston Martin Valkyrie and yelled go an Aussie muscle car in there throw an Aussie muscle car in there you choose for me so that'd be a good that's very diverse so yeah got a bit of everything,1,Ricciardo
who would play me it depends if we're going like serious or not if we're going not serious probably mmm I don't know about now at least back then probably Adam Sandler otherwise Chris Hemsworth did well in all of our what's it called rush yeah right yeah that's right yeah I don't know if he's as good-looking as me though but uh he melds women's hearts doesn't yell Chris I met him in Monaco good guy how would it end you know what I'm gonna get deep here and I'm gonna say not with a stereotypical ending of me holding a world championship trophy I would want it to end beyond that because I would like to think that that wasn't all I achieved in life if that makes sense I sort of just thought I'd go a bit,1,Ricciardo
"I think many things. First of all, formula One because it's the expression of high performance in motorsport, but I don't know, high performance, for me, it's maybe delivering higher than expectations and having that extra something on everything you do. And that probably for me means high performance",0,Alonso
"Well, I think we all try to give that little bit extra. As you said, it's something that we all try to achieve, but it's a little bit relative and especially in a sport, you have the comparation with your main competitors. So it's doing that little extra compared to them and finding the best version of yourself, which is an unlimited probably search because every day, there is something that you can learn and you can improve. So it is a difficult task, but it's something that you pursue in life and in sport as well. ",0,Alonso
"Not really, not really, because I think even if you are not in a professional sport, you will start pursuing something in your personal life or you will try to achieve different goals in different businesses or different things that you will may start in your life after your motorsport career. So I think it's a way of living in a way, but it's something that is not tiring. It's just pure motivation, I think to wake up every morning and do a little bit extra.",0,Alonso
"Yeah, my first race was at the age of three, which at the moment right now is just not legal anymore. I think the driver license for go-kart, they start at eight now. So that's good to don't have, you know, kids at three years old behind a wheel. But back then, my father was a go-kart driver, just driving around my region, never on a national level or not international for sure. And yeah, more for fun than anything else. Created a small go-kart handmade for my sister that is five years older than me so my sister was eight. My sister didn't like the go-kart on that first couple of days that my father tried. And then, yeah, eventually he put me in the go-kart and, you know, I like it. And yeah, as I said, I did my first race at the age of three. It was a street circuit. I don't remember anything of course, but I have the videos and the photos of that day. And I think the race was 15 laps and I did two of them. So I got lap at 13 times and in 15. (Damian laughs) But yeah, they told me that I won the race, so I was happy after all and yeah, that's how it started.",0,Alonso
"Not really. And I think the speed of that go-kart obviously was like a five or six kph. You could walk alongside the go-kart so it was not fast at all. and the risk maybe for my parents were not, it was not a risky thing to do. But yeah, I think it's something that especially families in motorsport, they have to deal with it. They have to have a different perception of risk because, you know, every time we jump on a racing car, you know, anything can happen. You know, now the cars are very safe. The circuits are very safe as well. We are in good hands with our teams. The FIA, everyone is trying to protect us. But yeah, anything can happen. So I think if I put in the shoes of my parents or anyone that is raising for sure, there is this risk factor that you have to know how to deal with it. ",0,Alonso
"Yeah, it is a very interesting question because I spoke many times with them, with my parents and with my family in general because they are not at all competitive. So I don't know how, you know, I can be that competitive in everything I do. They still remember when we were playing, you know, games at home or cards or anything at home, you know, I was so competitive and I was so upset with them. I could maybe not talk to them for full one day if I was not winning, all these kind of things. And they never understood why, you know, I was like that because no one in the family, you know, had this approach. So yeah, it's still unknown at the moment.",0,Alonso
"Well, I think it was more, for them, it was more a fun thing to do on the weekends. Obviously they had to work on the weekdays. My mother on a shopping mall, just selling perfumes and my father on a explosive company just doing explosive for the mines in my region. So the weekends was kind of fun weekend with other families. This motorsport enthusiasm with the kids driving go-karts,  but with no expectations at all that that could become one day a professional thing. So I don't know, always started like this. I won the Spanish championship in '94 and then one Italian mechanic saw me there in the Spanish championship and said, ""You have to come to Italy and race in European Championships and World Championships."" And my father answered, ""We can't afford to travel to Italy,"" and those kind of things. So they said, ""Okay, I will speak with the factory and they can help you."" So that is how I started.",0,Alonso
"From what I remember, it was like a Spanish championship, I think back in '97. I won the Karting World Championship in '96. And then I went to... And I stopped racing in Spain for a few years. So I went back in Spain for the Spanish championship in '97. And that was the first time that I felt the pressure of winning or the need of winning because, you know, everyone expected that if you won the World Championship, how you will not win the Spanish championship the following year. And we were not that fast that weekend and you know, I remember to be a little bit tense or nervous before that start, you know, because I had to win that day. Eventually I did. But probably is my first memory of, ""Okay, now I need to deliver. You know, everyone is expecting a result from me.",0,Alonso
"Well, it is something that is very individual for me. When I have this pressure or when I feel that I have to deliver high expectations, I try to calm myself. I normally have a lot of self-confidence. I think that's very important to have confidence on what you are doing, on what you are capable of. That releases a little bit of pressure and you are able to over deliver if you have that confidence on yourself. But then, I'm a very technical person as well so I want to know everything about what I'm doing. When I'm not in my environment or in my comfort place, I get more stress for sure. So one way to be calm before a race or whatever, is to know everything about the strategy, everything about the tires, hearing from the engineers, from the strategists, 2, 3, 4 times, what is the plan, you know? So that's my approach to the race to be confident on what we are doing. Then maybe it doesn't work, but it's not coming from myself or whatever that I'm in doubt. But I think this is a very individual thing, how we approach these moments.",0,Alonso
"Yeah, I think so. That could be a good way to to explain it, but probably not only motor racing. It's a way of living as well. So when I'm at home relaxing and you know, I made the plan for the day or I go to the gym or there is a tennis match or whatever,  I treat that tennis match like a Formula One Grand Prix. So I have to know everything about with who I will play. If he's too strong, maybe I skip that day at the tennis because I hate losing. If he's too weak, maybe, you know, I maybe do extra sport before because that tennis match will not require too much of, you know, activity from myself. And these kind of things, so every day is very well organized in my head.",0,Alonso
"Well, in advance, yes, I know and by now at 41 years old, I know my body. I know my head, I know everything that I need to perform on my job. So when it becomes a long trip or a busy week of events or marketing or whatever, I know that I will need extra days of rest. So I plan everything well in advance. And I try to also travel as efficient as possible with the calendar that we have now. So, you know, you learn from your mistakes in the past and your previous years and experiences. ",0,Alonso
"I mean many things. I don't know how to cook. I don't know how to play golf. I don't know, you know, there are many things that I see people around me that they do, and I try to avoid those things. I skip those things because I know that I'm not good at, and I don't want to compare myself against them because they are better. One day if I train or if one day I do a cooking course or whatever, then maybe I cook for someone else or something like that. So I'm just doing let's say what I know that I can do and on that specific thing, I don't have much self-doubt or I don't have many problems. It's true that you arrive to Formula One and you see... When I got to Formula One, Michael Schumacher was dominating the sport, but I never thought that I was slower than him in a way. Maybe it was just a kamikaze approach to Formula One and to my start of my career. But, you know, I never doubt of having the same car. Maybe I could challenge him one day. So that's how all my career went so far.",0,Alonso
"I don't know. As I said, even when I stopped Formula One in 2018,. I remember I have to try different things in Motorsport because my head was just telling me that I have to go a little bit out of my comfort zone in Formula One. I mean, for many years, I was a little bit tiring of traveling, tiring of, yeah, not having the possibility of win anymore. And the Indy 500, the 24 Hour Le Mans, the Dakar Rally, they were all the disciplines in motorsport that I thought they were appealing and in a way, self rewarding because I never considered myself a Formula one driver. I just considered myself a driver, you know, in any kind of motorsport. It's not just a specific Formula One driving style. So by attempting those, I felt that I had to learn a lot of things from the beginning. So I went to the Le Mans 24 hour and I had very experienced teammates alongside me, and I have to learn a lot from them, but not publicly. I have to learn, you know, just private between them and myself because everyone expected that a Formula One driver will be very fast in any other car but I was just not knowing all those techniques. Same with Dakar Rally. Imagine from Formula One to Saudi with a Dakar rally car. It cannot be more opposite driving styles with the left foot and in the brake all the time, all these kind of things. So I have to do a lot of tests. I have to learn a lot but never doubting that I could be as good as the best one in each of the disciplines. And that was just a test for me. But, you know, a test that it was rewarding and I was happy.",0,Alonso
"Because I was thinking that I could succeed, yes on those categories and because I think in motorsport, there were not precedence of those kind of challenges. Maybe in the past, in the sixties or the seventies, there were Formula One drivers that they were driving different cars and attempting Le Mans and things like that. But now in the modern motorsport, you develop certain skills from a very young age to drive in that specific discipline. So if you are here in Europe and you are interested in Formula One, you're starting go-karts and then Formula 4, Formula 3, Formula 2, Formula One eventually, which are all the same techniques and circuits and these kind of things. If you are an American boy, you know, you maybe develop your skills in oval racing, in dirt racing and these kind of things. So it's very difficult at the age of 30 or 25 or 35 to move, you know, to a new discipline and be as quick as them because they just born into that environment. So that was something that it was appealing on my head, and maybe I didn't need that, but it was just a kind of let's do something that it could be a legacy also for the future. Because in a way, a driver that cannot succeed now and get to Formula One, they cannot be frustrated because they didn't make it. They're just phenomenal drivers that they will find, you know, their way in different disciplines and they still fulfill, you know, a little bit their dreams.",0,Alonso
"That I still able to learn and Formula One didn't block my senses of learning things, you know, and also the humble approach to many things, which in Formula One is very easy to lose as well, because we live in this bubble that everything is good for us. Everyone is taking care of us. We travel in the last day, we do our job, we go back home, and we have all the privileges. And then when you go in Dakar and you know, you are two weeks in the middle of nothing on a tent, obviously you are not anymore in a five star hotel or you don't have all the privilege and you still need to change, you know, your suspension, your tires and cleaning your windscreen.",0,Alonso
"I think because my family and coming back to my family, this is probably the first and only advice they gave me always, you know, to stay humble, to stay who we were always in our family and taking all the advantages that this life can bring us, you know, economically and the status and everything that, you know, is part of Formula One circus as well. But from time to time also, I go back to Spain. I spend one week with my family and that week is kind of a reset, you know, of, you know, the last two weeks that was an unreal life, you know, and this was a bubble. But now we go back to the base and you know, we go to the supermarket, we see friends, we just chat, we play cards, whatever. This is the life that I will live, you know, for the next 40 or 50 years of my life and the life also that I want to live in the next 40 or 50 years.",0,Alonso
"I think they have this humble approach of everything. Yes, but also they have high discipline on everything they do because they had to, in the past, you know, to get their jobs, to finish the universities, to be on time on a interview for a job. You know, they have to work hard for their things. So that discipline, that self-confidence as well, which I think they have in their things, you know, in their lives. They have this confidence of what they're doing. Yeah, I think that the values that we all grew up in our families, that sometimes in professional sport you can lose them because as I said, you are just living a life on a speed that is unreal. You know, because we go from one place to the next within 24 hours. We do seven or eight different things on a single day. So at the end of the day, driving the car is the least time of the day. We are one hour and a half sitting in the car but then we have 14 or 15 hours of different activities, acting, photo shooting, meeting prime ministers, you know, things that we are not able to deal sometimes. And at the age we get to Formula One or do professional sports and these kind of things are just dragging you a lot of energy. ",0,Alonso
"I'm sure, yes. I don't remember maybe specifically one now, but from time to time, they are very honest with things that you may think or comments that you say or you know, things that for them they are not that important. And you know, or even sometimes I remember they had to deal with a lot of media attention, even at the front of the door of their house or paparazzi when we go summer together with my parents or whatever, these kind of things that I may get the stress as well because I don't want that they get disturbed by all these things. But, you know, from time to time, they tell me, ""Hey, this is not a problem. You know, they're taking a picture. You know, we are just sitting here having good time. So if they are happy with that picture, you know, it's their life and it's their job."" And maybe sometimes I don't see it that way, you know, because it's like they are stealing, you know, our privacy and our family time. But I understand what they're saying as well because it's like, okay, this is life and Fernando, calm down, you know, you cannot do, you cannot change the world, you cannot make justice on on everything that you see in our days. You know, there are things that are like this and you have to live happy with those.",0,Alonso
"Yeah, sometimes I think they have because they are less, let's say, less competitive than what I am. They are often, you know, happy with anything that happens on a race weekend or in my life or whatever problems that I have. They normally are a good balance for me because for them it's, oh, I feel that it's less important. So when I get stressed about, you know, whatever, a small thing about the race or about losing two points because we did this mistake or it happened that thing or that incident or whatever, I see from them and I hear from them that this is very good, still very good. And I remember the first ever race in Formula One, my debut in 2001 with Minardi that I called my father on Sunday morning of the race and I said, ""Okay, it's two hours to the race. So yeah, let's see how it goes. We start with the soft tires and then we will stop in Lap 15 for the refueling."" Because back then it was the refueling in Formula One. And he said, ""Okay, you know, I don't care. Whatever the strategies and the team thinks is the best for sure is the best. Try to enjoy because maybe it's your last race."" And I said, ""What do you mean?"" And he said, ""We never know. You know, this is your first race, maybe you are not delivering or you are not quick enough or the team is not happy with you at the end of the race or whatever. And then you will always be able to say that you raced one Formula One Grand Prix. You know, you are a Grand Prix driver."" And so that the kind of approach that my family has that sometimes for me is very valuable and very helpful when I get the stress. And for them, everything is just a gift. It's just an extra and this is very good.",0,Alonso
"I saw a lot of things. First was the love that the people had towards my career and my job. Because when I stopped in 2018, I was tired of traveling and all the things around Formula One. And as I said, not being able to compete for high things, but I don't know, I didn't have any perception or anything that maybe people thought about the sport or myself in general. But when I stop, the only thing that I receive every time that I was meeting people or any fan or yeah, people at the airport or in the hotels or whatever it was, ""You need to come back. You need to come back."" You know, this kind of thing, so the people, it was a surprise that they loved what we were doing, you know, because for me, the last few years before I stopped, it was like, you know, we are nearly anonymous here. You know, no one is seeing us and the sport was not maybe great as it is now with all this ""Drive to Survive"" on Netflix and all these things. So I thought that it was much less interest, but I was surprised of how much love I received from people. And then, yeah, I saw Formula One, which is in Motorsport, very different than other categories. Much more selfish, much more, yeah, glamorous in a way, but fake in another way. I think it was more Pure Motorsport, Le Mans or Indy or Dakar, for sure. But yeah, Formula One had this appeal, you know, the people want to attend to the races, wanted to watch on TV. I was watching also on TV the Formula One races. I appreciate a little bit more all the stuff that as a driver I didn't like before. So the national anthem, the parade lap, having a little bit more access to the media and the cameras, which when you are a driver, you hate those moments, but when I was just in my living room, I was missing those moments. And if one or two drivers were a little bit more smiley or a little bit more accessible, I think it was appreciated from home. So when I came back to the sport, I think I took a step more relaxed into those things and I was a bit more, or I took care of it bit more. I'm taking care of it a bit more of fans and TV and these kind of things because I understand the importance of it. And that was able only because I was two years out of Formula One.",0,Alonso
"Same, I regret that, I regret that. When I won the two championships back in Renault, my Ferrari time. I mean, it was good. But you are so focused on the next race, on the next weekend. You finish one race, you may win the race and you go to the airport and when you are in the plane, you're thinking about next weekend. So you land at home and you text your engineer, ""You know, we need to test software at the rear because, you know, the traction was very bad in this race, you know, at the end of the race,"" these kind of things. And yeah, I think with age and now at this point of my career, it is like the podiums of this year, it seems that when I re-watch the race on TV, I seem the happiest in the podium and I was third and two times second. But it's because I'm able to enjoy more those kind of moments and yeah, celebrating every weekend is part of my thing now. ",0,Alonso
"Yeah, I had that feeling and that if I was enjoying too much, it was like I was not professional or I was not wanting that success. But yeah, you realize with time and with maturity that you can do both things and you can work hard, you can be very professional, but at the same time you have to give back something to the people that worked for you and the people that are supporting you. You know, if it's your team or your marketing guys or your media or just the fans on the grand stands, you know, they are there for you and you need to give something back.",0,Alonso
"I think it links a little bit with the preparation and the way that I approach things and races, you know, the level of detail that I need to be calm before the race. Asking, you know, five times about the strategy and possible scenarios. What if I lose one place at the start, how this will transform our strategy. What if I gain one place at the start, we will stop one lap before, one lap later, which tires will be good to have on the car in that scenario, in the other scenario. Because I have that quantity of information before the race, when I see that one car, you know, had a bad stop, I immediately go back to what we saw in the morning and that car, having that bad stop and losing a little bit of time will maybe give us the opportunity to maybe do extra three laps with this tire because we are not under pressure or there are no threats from behind or whatever. So maybe I comment that on the radio and they're surprised like how, you know, Fernando can, after a bad Ferrari pit stop think that we can extend three laps our next stop. It's not that I realize there and I process all that information is that the information was inside already from Sunday morning when we review that strategy and possibilities. And because it's a communication between the team and me, we know that we are talking in the same page. So it's not that they didn't know that and they are surprised and my suggestion is going forward. Actually it was their suggestion and it was their strategy and it was their information. I'm just remembering what we saw a few hours ago.",0,Alonso
"No. I could be a little bit lazy or not lack of motivation, but yeah, a little bit, not fully on it. Maybe during the week of the race, maybe the training or the preparation. Sometimes we receive a document on the week before the race about the circuit changes, about all these things, maybe I didn't read it in detail or something like that because I was not, yeah, really motivated to that weekend. But always that change when I start a free practice on Friday. When I start a free practice on Friday and you see yourself 12, you want to be in 10th because you think that that's maybe possible. If you are seventh, okay, you know, the P5 did a mega lap today. He maybe don't repeat that lap tomorrow. We can be top five. So very easily, you get motivated during the weekend. And so by Sunday, when I close the visor and the race starts, I've been always a hundred ready. ",0,Alonso
"It is just executing the race as a robot, basically. No emotion. And just there is only one way to see the checkered flag faster than any other possibility. Then drive as efficient as possible, taking care of the tires, the battery. We have very complex hybrid engines on the cars and these kind of things. So when I closed the visor, I remember everything that we spoke on Sunday morning with the team, with each of the areas that are important in terms of performance, the engine, the tires, aerodynamics,  the strategy and just, I try to deliver what they told me that is the most efficient way to see the checkered flag. So they did their part, they studied the strategy, the simulations and all the tools we have run millions of possibilities and scenarios and we chose one, we pick up one that will be the fastest for us. So I take like that responsibility to deliver that job and as the last chain in the team. And yeah, I try to have no emotions. Said that, you know, when you are racing there is this high adrenaline, there are overtaking, there are things they don't go as planned and in that moment, obviously, you are very emotional and you are at 180 heartbeat on your adrenaline so still a human behind and very enthusiastic about what we are doing. So that's the beauty of the sport, that even if you want to do something with no emotion, everything comes alive in certain moments of the race.",0,Alonso
"Well, failure is needed in life and you have to have down moments. You have to learn from many things. And the sport in general, as you said, 90% of the times, you will not succeed or 99. You know, it's easy enough if you succeed one to be worth all the things that you've been trying for many years. And I think, yeah, not winning and not delivering what you will love to and things like that are essential for any human being to really get better every time. So you need to have that level of confidence and that level of discipline as we said before, to separate what is a disappointment to what it can be a lesson, you know, and get better for the next time.",0,Alonso
